name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RF1	39.3381	60.7123	0.442213	-999	RF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RF2	45.4533	50.6475	5.51523	-999	RF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RF3	48.2783	41.0747	8.94999	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RF4	50.6893	30.9858	13.4339	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RF5	53.0938	20.361	17.934	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
RF6	57.04	9.73775	22.2675	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
RF7	58.4232	-0.352203	26.8625	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RF8	59.6269	-12.0805	30.0395	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
ROF1	-22.3727	24.1353	-21.5308	-999	ROF	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
ROF2	-10.0249	25.2199	-22.8949	-999	ROF	L	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter
ROF3	0.347576	24.179	-22.9948	-999	ROF	L	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter
ROF4	12.0404	25.3337	-20.8266	-999	ROF	R	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter
ROF5	21.3766	26.5264	-16.4258	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF6	32.1481	27.7004	-13.1691	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
ROF7	40.7228	28.943	-6.21348	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
ROF8	48.3295	30.7305	1.32568	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
RATA1	28.7763	21.468	-28.9542	-999	RATA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
RATA2	36.4754	26.4813	-21.0232	-999	RATA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
RATA3	46.2864	24.459	-16.5809	-999	RATA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
RATA4	53.1827	15.9521	-14.1112	-999	RATA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATA5	58.9782	5.82627	-11.9709	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA6	62.0377	-4.86874	-11.0031	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA7	63.5421	-16.6371	-9.83665	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA8	63.4049	-27.8915	-9.49736	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATB1	30.8534	20.3073	-33.5982	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB2	37.9373	16.9878	-39.7101	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB3	46.5829	9.49388	-40.4272	-999	RATB	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATB4	53.9867	0.451664	-37.9969	-999	RATB	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
